iter	Logloss
173	0.3226335428
174	0.3219617617
175	0.3213952119
176	0.3208568991
177	0.3205109919
178	0.3200879149
179	0.3195778649
180	0.3190275188
181	0.3184827258
182	0.3181777039
183	0.3175571876
184	0.3169770959
185	0.3165860557
186	0.3161437807
187	0.3156882636
188	0.3151136138
189	0.3145295174
190	0.3139808584
191	0.3134263403
192	0.3129027516
193	0.3125352487
194	0.3120722339
195	0.3114939445
196	0.3111672888
197	0.310584764
198	0.3100841615
199	0.3096125122
200	0.309231406
201	0.3088118496
202	0.3084248486
203	0.3077319713
204	0.3073249815
205	0.3069057342
206	0.3064714737
207	0.3059175232
208	0.3057354493
209	0.3052802523
210	0.305025994
211	0.3047524306
212	0.3042570605
213	0.3038781524
214	0.3036347566
215	0.3030504655
216	0.3027305902
217	0.3023065312
218	0.3020201532
219	0.3014458988
220	0.3009292203
221	0.30056611
222	0.3004551669
223	0.2999893785
224	0.299454399
225	0.2992224966
226	0.2988263897
227	0.2984093554
228	0.2981235056
229	0.2975592897
230	0.2972193022
231	0.2969398418
232	0.2966144632
233	0.2964651881
234	0.2960181891
235	0.2955799462
236	0.2951897139
237	0.2946060504
238	0.2938919304
239	0.2935566306
240	0.2931139613
241	0.2927905655
242	0.2924773467
243	0.2921268876
244	0.2916788436
245	0.2912952669
246	0.2908061469
247	0.290528397
248	0.2903706521
249	0.290203111
250	0.2899590544
251	0.289555089
252	0.2890849464
253	0.2888947723
254	0.2887404411
255	0.2884987043
256	0.2880750592
257	0.2877797736
258	0.2876898557
259	0.2873341164
260	0.2870399124
261	0.2868444231
262	0.2868212246
263	0.2866247601
264	0.2863205233
265	0.2860631145
266	0.2856900898
267	0.2853113634
268	0.2850503054
269	0.284862009
270	0.2846617488
271	0.2844075717
272	0.2840943084
273	0.2838283999
274	0.2833402981
275	0.2831021396
276	0.2829177392
277	0.2826104195
278	0.2821360973
279	0.2818436349
280	0.2814601411
281	0.2812733678
282	0.2807956896
283	0.2805523333
284	0.2801502542
285	0.2798223426
286	0.2794001754
287	0.2792098872
288	0.2789541997
289	0.2788093717
290	0.2785271104
291	0.2782603174
292	0.2778378066
293	0.2775313324
294	0.2772835035
295	0.2768686301
296	0.2765792943
297	0.2762993619
298	0.2759145335
299	0.2757029934
300	0.2755358788
301	0.2751795116
302	0.2748458788
303	0.2744371726
304	0.2741907545
305	0.2737517621
306	0.2734508173
307	0.2732510134
308	0.2731859366
309	0.2729327151
310	0.2726948827
311	0.272411895
312	0.2722311356
313	0.2718577784
314	0.2715843915
315	0.2713280358
316	0.2711157782
317	0.2709244417
318	0.2706279383
319	0.2704746559
320	0.2701909837
321	0.2698550703
322	0.2696518154
323	0.2693586972
324	0.2689684332
325	0.2687230014
326	0.2682646172
327	0.2679189221
328	0.26760203
329	0.2675201176
330	0.2672896372
331	0.2670225861
332	0.2667890597
333	0.2665822695
334	0.2661361582
335	0.2659084708
336	0.2655595101
337	0.2653611353
338	0.2652208224
339	0.2649633443
340	0.2646135226
341	0.2644380979
342	0.2640922845
343	0.2637754151
344	0.2635338549
345	0.2632322667
346	0.2630094971
347	0.26281886
348	0.2626289107
349	0.2624391403
350	0.2622405576
351	0.2619875379
352	0.2616286758
353	0.2614599744
354	0.2612269581
355	0.2609912023
356	0.2606969414
357	0.2606135062
358	0.260360897
359	0.2601070157
360	0.2599171726
361	0.2597281934
362	0.2594438959
363	0.2591776543
364	0.2590003224
365	0.2587454876
366	0.2585027054
367	0.2583225594
368	0.2580342165
369	0.2578349883
370	0.2575760538
371	0.2571897542
372	0.2569484702
373	0.25668
374	0.256517679
375	0.2563012797
376	0.2561647131
377	0.2559405787
378	0.2556331285
379	0.2554069815
380	0.255020289
381	0.2546690587
382	0.2543915061
383	0.2542146103
384	0.254070074
385	0.2538183655
386	0.2536777848
387	0.253530517
388	0.2531950502
389	0.253054508
390	0.2528502327
391	0.2524790187
392	0.2522414262
393	0.2520354443
394	0.2517891652
395	0.2515838957
396	0.251393657
397	0.2511691221
398	0.2509236372
399	0.2505898933
400	0.2503673493
401	0.2501161654
402	0.2500940466
403	0.2499615046
404	0.2496388776
405	0.2494644511
406	0.249339394
407	0.2490467153
408	0.2488852866
409	0.248792718
410	0.2486536833
411	0.2485948743
412	0.248352973
413	0.248239648
414	0.2481244657
415	0.2478475361
416	0.2475975324
417	0.2473625759
418	0.2472326928
419	0.2470661378
420	0.2468000366
421	0.2465227557
422	0.2463169855
423	0.2460182785
424	0.2456243819
425	0.2454146281
426	0.2451098741
427	0.2448619778
428	0.2446584596
429	0.2445045345
430	0.2442136889
431	0.2440381778
432	0.2438586382
433	0.2436974199
434	0.2433722476
435	0.2430494831
436	0.2428531904
437	0.2425568683
438	0.2423344364
439	0.2421558414
440	0.241952446
441	0.2417533861
442	0.2414700894
443	0.2412885075
444	0.2410549823
445	0.2408561737
446	0.2406493484
447	0.2404487467
448	0.2402038688
449	0.2400436514
450	0.2398427994
451	0.2395730605
452	0.2394385717
453	0.2393077638
454	0.2390430257
455	0.2388583329
456	0.2385753197
457	0.238363391
458	0.2381716981
459	0.2379406811
460	0.2376683036
461	0.2374242328
462	0.2372201766
463	0.2370199439
464	0.2368275363
465	0.2366725824
466	0.2364154565
467	0.2362237555
468	0.2360376252
469	0.23580189
470	0.2355138008
471	0.2353127506
472	0.2350799625
473	0.2349569234
474	0.2348721586
475	0.2346276689
476	0.2343545625
477	0.2342154033
478	0.2340129839
479	0.23369494
480	0.2335210275
481	0.233198797
482	0.2330479643
483	0.2329356379
484	0.2327228353
485	0.2324909187
486	0.2322827632
487	0.2320577031
488	0.2318486485
489	0.2317049234
490	0.2315825585
491	0.2313155393
492	0.2310676507
493	0.2309122229
494	0.2306733095
495	0.2304470043
496	0.2303372006
497	0.2301221572
498	0.2299883501
499	0.2297806039
500	0.2295903219
501	0.2294654272
502	0.229280654
503	0.2291551572
504	0.2288589049
505	0.2286307751
506	0.2284472876
507	0.2284108094
508	0.2281968764
509	0.2280785963
510	0.227921909
511	0.2277708781
512	0.2276679992
513	0.227469795
514	0.2272096412
515	0.2270345453
516	0.2268039917
517	0.2266940099
518	0.2265001805
519	0.2262471122
520	0.2260104347
521	0.2258972482
522	0.2255413308
523	0.2253566067
524	0.2252315892
525	0.2251642277
526	0.2250192346
527	0.2248994541
528	0.2246625285
529	0.2243999874
530	0.2242903856
531	0.2241570396
532	0.223885237
533	0.2237475278
534	0.2236355472
535	0.2234519173
536	0.223248206
537	0.223098656
538	0.2229592078
539	0.2228872887
540	0.2227713528
541	0.2226214921
542	0.2224517095
543	0.2222645678
544	0.2221128842
545	0.2218901842
546	0.2217114916
547	0.221512975
548	0.2213489345
549	0.2212109772
550	0.2211375896
551	0.2209523749
552	0.2207587318
553	0.2207096291
554	0.2206499265
555	0.2204930892
556	0.2202971355
557	0.2200562093
558	0.219929417
559	0.2196557418
560	0.2195896766
561	0.21948925
562	0.2193833079
563	0.2191345105
564	0.2188059806
565	0.2186673394
566	0.2184067238
567	0.2181113701
568	0.2179147961
569	0.2177870945
570	0.2176101571
571	0.2174893787
572	0.2172102047
573	0.2169124487
574	0.2167283715
575	0.2164634564
576	0.2162893843
577	0.2161676568
578	0.2161376783
579	0.2160139688
580	0.2159505891
581	0.2157930324
582	0.2156719343
583	0.2155427121
584	0.2154208236
585	0.2152608072
586	0.2151063731
587	0.2149482769
588	0.2148508106
589	0.2147083674
590	0.214538182
591	0.2143915859
592	0.214258906
593	0.2140706605
594	0.2138920289
595	0.2137163323
596	0.2136864068
597	0.2135263347
598	0.2133612695
599	0.2130880389
600	0.2129702349
601	0.212873818
602	0.212730227
603	0.2126418574
604	0.2125466715
605	0.2122944216
606	0.2120928662
607	0.21198751
608	0.2117768535
609	0.2116524476
610	0.2114824439
611	0.2113152737
612	0.2111357442
613	0.210952724
614	0.2106739103
615	0.2104310671
616	0.2102773634
617	0.2101630761
618	0.2100741171
619	0.2099013449
620	0.2097329495
621	0.2096015605
622	0.209489447
623	0.2093096172
624	0.2091604726
625	0.2089227307
626	0.2086752671
627	0.2085124153
628	0.2083705855
629	0.2081915007
630	0.2079911789
631	0.2078691345
632	0.2077723222
633	0.2074341335
634	0.2071374853
635	0.2070476728
636	0.2069870542
637	0.2068647272
638	0.2067320974
639	0.2066394274
640	0.2064649047
641	0.2063018108
642	0.2061515185
643	0.2060527299
644	0.2059462259
645	0.2058042578
646	0.2055887954
647	0.2054319795
648	0.2053292905
649	0.2051739082
650	0.2049292804
651	0.2048505798
652	0.2047085853
653	0.2045962892
654	0.2044634735
655	0.2043515642
656	0.2042618357
657	0.2040941713
658	0.2039322164
659	0.2037897111
660	0.2036234218
661	0.2034916873
662	0.203219987
663	0.2030828844
664	0.202972211
665	0.2028001198
666	0.2027796939
667	0.2027222857
668	0.2025904401
669	0.2024816845
670	0.2024096444
671	0.2022739833
672	0.2020442425
673	0.2018916887
674	0.2017754228
675	0.2016938187
676	0.2014525101
677	0.2013482649
678	0.2012477152
679	0.2011312456
680	0.2009138484
681	0.2007321979
682	0.2006024355
683	0.2003701708
684	0.2002189757
685	0.2000684605
686	0.199896689
687	0.1998138884
688	0.19968278
689	0.1994538667
690	0.19929937
691	0.199157785
692	0.1991106075
693	0.1990216521
694	0.1989304257
695	0.1986925178
696	0.1985928178
697	0.1984901161
698	0.1983914061
699	0.1982850441
700	0.1981905135
701	0.1979784585
702	0.1978169989
703	0.1976957915
704	0.197667686
705	0.1974349448
706	0.1972896404
707	0.19709331
708	0.1968544689
709	0.1968221012
710	0.1966620696
711	0.1965274052
712	0.1964573376
713	0.1963436459
714	0.1962059952
715	0.1960145044
716	0.1959325235
717	0.1958586111
718	0.1955479986
719	0.1953774734
720	0.1952520557
721	0.1951845765
722	0.1950179928
723	0.1948943387
724	0.1948123168
725	0.1946782253
726	0.1946330973
727	0.1944678083
728	0.1943425407
729	0.1941776916
730	0.1941115827
731	0.1939844527
732	0.1938792318
733	0.1937289904
734	0.1936446058
735	0.1935235947
736	0.1934364282
737	0.1932904606
738	0.1931810838
739	0.1930614339
740	0.192982058
741	0.1928906745
742	0.1928799528
743	0.1928355973
744	0.1926936105
745	0.1925270047
746	0.1924594149
747	0.1923811217
748	0.1922673496
749	0.192123289
750	0.1920158574
751	0.1919291481
752	0.1916491833
753	0.1914839528
754	0.1913525142
755	0.1911878072
756	0.1909766962
757	0.1907953269
758	0.1906733974
759	0.190511882
760	0.1902937613
761	0.1901502818
762	0.1900061322
763	0.1898947356
764	0.189743
765	0.1896434373
766	0.189494869
767	0.1893082955
768	0.1891770119
769	0.1891162556
770	0.1890220603
771	0.1888415694
772	0.1886890059
773	0.1885822908
774	0.1884615181
775	0.1883699844
776	0.1881878654
777	0.1881106076
778	0.1878874065
779	0.1877534169
780	0.1876317331
781	0.1875904442
782	0.1875289971
783	0.1874458632
784	0.1873178745
785	0.1871501817
786	0.1870380682
787	0.186852733
788	0.1867367799
789	0.1866431347
790	0.1865939809
791	0.1864345877
792	0.1863172442
793	0.1861819228
794	0.1860880842
795	0.1858528768
796	0.1857127661
797	0.1856555688
798	0.1855469648
799	0.185495557
800	0.1853756882
801	0.1852291537
802	0.1851283621
803	0.1849552643
804	0.1848625931
805	0.184777215
806	0.1846989841
807	0.1846487036
808	0.1845431809
809	0.1843649669
810	0.1842506035
811	0.1839734353
812	0.1838324741
813	0.1837799288
814	0.1837253691
815	0.1835874465
816	0.183350205
817	0.1832767507
818	0.1832273142
819	0.1831611607
820	0.1829403338
821	0.1826962204
822	0.1826266469
823	0.1824455004
824	0.1822841249
825	0.182256603
826	0.1821477801
827	0.182051729
828	0.1819508473
829	0.1817824993
830	0.1816636268
831	0.1815741821
832	0.1814766942
833	0.1813629763
834	0.181272124
835	0.1810461907
836	0.1808473584
837	0.1807645005
838	0.180746671
839	0.1807190229
840	0.1806992114
841	0.1805654058
842	0.1804192403
843	0.1803019553
844	0.1801603652
845	0.1800360201
846	0.1799185052
847	0.1796986529
848	0.1795575017
849	0.1794568104
850	0.1793373323
851	0.1792457475
852	0.179156511
853	0.1790703355
854	0.1790245174
855	0.1788869586
856	0.1787906561
857	0.1786560692
858	0.178607966
859	0.1785472767
860	0.1784946523
861	0.1784324842
862	0.1783205231
863	0.1782229424
864	0.1781035684
865	0.1779407016
866	0.1778426898
867	0.1776242869
868	0.1775517958
869	0.1774598929
870	0.1773248815
871	0.1772692025
872	0.1771627402
873	0.1771036782
874	0.1770071098
875	0.1769872724
876	0.1768066889
877	0.1765662131
878	0.1765000599
879	0.1762839819
880	0.1761143731
881	0.1760285216
882	0.1758525326
883	0.1756723541
884	0.1755346538
885	0.1753729675
886	0.17525694
887	0.1750635669
888	0.1749211484
889	0.1748523588
890	0.1747255411
891	0.17470615
892	0.1746720358
893	0.1744700858
894	0.1742936083
895	0.1741773367
896	0.1739919192
897	0.1738944406
898	0.173846552
899	0.1736521366
900	0.173585361
901	0.1735436724
902	0.173399204
903	0.1733511307
904	0.1731996246
905	0.173101011
906	0.1729681521
907	0.1728857638
908	0.1727620141
909	0.1726800867
910	0.172492893
911	0.1724649082
912	0.1722916266
913	0.1721747873
914	0.1720406604
915	0.1719102135
916	0.1718359888
917	0.1717329695
918	0.1714622547
919	0.1714069916
920	0.1713542627
921	0.1711687416
922	0.1710775131
923	0.1709003789
924	0.1707159733
925	0.1706566599
926	0.1705426785
927	0.1705048015
928	0.1704352279
929	0.170275664
930	0.1701302441
931	0.1699577505
932	0.1698889222
933	0.1697189176
934	0.1696599363
935	0.1695372828
936	0.169417875
937	0.1692999633
938	0.1691417767
939	0.1690334445
940	0.168894614
941	0.1688092053
942	0.1687300821
943	0.1687046427
944	0.1685807
945	0.1685493094
946	0.1685068775
947	0.1683838371
948	0.1682371211
949	0.1680704619
950	0.1678810091
951	0.1676928168
952	0.1676362586
953	0.1676101933
954	0.1675754051
955	0.1674040475
956	0.1673153808
957	0.1672042495
958	0.1671215509
959	0.1670130739
960	0.1669677476
961	0.1669139181
962	0.1667966115
963	0.1667259771
964	0.1665753141
965	0.1665128118
966	0.1663404137
967	0.1662300445
968	0.1661881637
969	0.1659709437
970	0.1659184454
971	0.165790255
972	0.1655999687
973	0.1655560224
974	0.1652875835
975	0.1652603045
976	0.1650717069
977	0.1649425069
978	0.1648620042
979	0.1647619516
980	0.1646186903
981	0.1645065906
982	0.1643000968
983	0.1642200476
984	0.1640365759
985	0.1638801534
986	0.1637414253
987	0.1636811014
988	0.1635280402
989	0.1634554309
990	0.1633349747
991	0.1632718423
992	0.1631226906
993	0.1629060011
994	0.1628083977
995	0.1626240581
996	0.1624912906
997	0.1623884427
998	0.162258768
999	0.162195247
